-181.206, -34.594, 12.858, 22.423
-181.204, -35.024, 12.901, 22.456
-181.202, -35.455, 12.945, 22.489
-181.200, -35.888, 12.988, 22.522
-181.198, -36.322, 13.032, 22.555
-181.196, -36.757, 13.076, 22.588
-181.194, -37.194, 13.120, 22.621
-181.192, -37.633, 13.164, 22.654
-181.190, -38.073, 13.208, 22.687
-181.188, -38.514, 13.252, 22.720
-181.186, -38.957, 13.297, 22.753
-181.184, -39.401, 13.342, 22.786
-181.182, -39.847, 13.386, 22.819
-181.180, -40.294, 13.431, 22.852
-181.178, -40.743, 13.477, 22.885
-181.176, -41.194, 13.522, 22.918
-181.173, -41.646, 13.567, 22.951
-181.171, -42.099, 13.613, 22.984
-181.169, -42.554, 13.658, 23.017
